SerialNo,SerialNo_Normalized,LibraryNumber,begLineNo,endLineNo,nLines,byteCount,Collection,Title-English,Title-Sanskrit,Title-Tibetan,"Title-Tibetan Brief",SealIDs,Author-Tibetan,Author-English,Primary-Author-Tibetan,Primary-Author-English,SectionVolume,volume,volNdx,Colophon,Language,"Folios or pages","Published date","Text Format","Paper source","Paper hue","Paper grade",Readability,"Lines Per Page","Page Size","Printed area size",Location,"Drawings and illustrations",Notes,modDate,"Cataloger Name",Z,J,J1,J2,J3,W,crDate,refFrom,hasDupSerNos,dupSerNoIDs,isDupSerNo,dupTitleDeleted,dupTitleIDs,dontUse,parentFilePath,parentRecID,text,addedToWork,recID
M0041438,M0041438,,1244,1267,24,31178,,,,"RJE BTZUN BLO BZANG CHOS KYI RGYAL MTSAN DPAL BZANG PO'I GSUNG 'BUM CA PA'I DKAR CHAG BZHUGS SO","DKAR CHAG",,"BLO BZANG CHOS KYI RGYAL MTSAN",,"PAn CHEN BLO BZANG CHOS KYI RGYAL MTSAN","Panchen Losang Chukyi Gyeltsen",CA,CA,5,,,1A-7B,,TYP,T,"W, Y",G,G,6,"58.0x11.0 cm","50.0x7.0 cm",,,,"2007-05-16 08:05:30",,0918,20070416-0900,,,,MBL,"2007-05-16 08:05:30",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolia Catalog (E)/Original Raw Form/As Received/MNLC.0801-0900/M0430.829",364,,0,106020
M0041810,M0041810,,323,355,33,35253,,,,"NO TITLE [@026B NA MO GU RU, SKU GSUM YE SHES LNGA LDAN, ,RAB 'BYAMS DKYIL 'KHOR KUN GYI, ,KHYAB BDAG RDO RJE 'CHANG DBANG, ,DBYER MED BLO BZANG GRAGS PA, ,]","AE WAm",,"BLO BZANG CHOS KYI RGYAL MTSAN",,"PAn CHEN BLO BZANG CHOS KYI RGYAL MTSAN","Panchen Losang Chukyi Gyeltsen",CA,CA,5,"@028A *, ,CES BLA MA RGYANG 'BOD BLA MA'I THUGS RJE BSKUL

ZHING BYIN RLABS 'GUGS PA'I LCAGS KYU ZHES BYA BA 'DI YANG, BYA
KHYUNG CHOS RJE BSTAN PA RIN CHEN SOGS KYIS NAN CHER BSKUL BA LA
BRTEN NAS, RJE BTZUN BLA MA DAM PA RNAMS KYI BKA' 'BANGS THA
CHUNG CHOS SMRA BA BLO BZANG CHOS

KYI RGYAL MTSAN GYIS, CHOS GRVA CHEN PO BKRA SHIS LHUN PO'I
GTZUG LAG KHANG DU SBYAR BA'O,, ,,",,26B-28A,,TYP,T,"W, Y",M,G,6,"58.0x11.0 cm","50.0x7.0 cm",,,,"2007-06-03 14:29:00",,1300,20070514-1245,,,,MBL,"2007-06-03 14:29:00",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2007/09 September/Sep 27 2007/001/MONGOLIA.837",13982,,0,106392
M0042182,M0042182,,1122,1148,27,36563,,,,"NO TITLE [@073A BLA MA DANG LHAG PA'I LHA LA PHYAG 'TSAL LO, ,BLA MA RTA MGRIN LA GSOL BA 'DEBS PAR 'DOD PAS,]","AE WAm",,"BLO BZANG CHOS KYI RGYAL MTSAN",,"PAn CHEN BLO BZANG CHOS KYI RGYAL MTSAN","Panchen Losang Chukyi Gyeltsen",CA,CA,5,"@078B CES BSNGO BA'I TSIGS BCAD 'DI DAG KYANG THAMS CAD MKHYEN
PA YON TAN RGYA MTSO'I DPAL GYI

ZHAL SNGA NAS KYI BKAS BSKUL BA LA BRTEN NAS, BTZUN PA BLO BZANG
CHOS KYI RGYAL MTSAN GYIS SMRAS PA'O,, ,,",,73A-78B,,TYP,T,"W, Y",G,G,6,"58.0x11.0 cm","50.0x7.0 cm",,,,"2007-06-03 14:40:32",,1610,20070419-0900,,,,MBL,"2007-06-03 14:40:32",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2007/09 September/Sep 27 2007/002/MONGOLIA.844",14078,,0,106764
M0042554,M0042554,,114,145,32,33164,,,,"NO TITLE [@003B RGYAL YUM RJE BTZUN YID BZHIN 'KHOR LO DANG, ,NGAG GI DBANG PHYUG GRAGS PA'I MTSAN CAN ZHABS, ,'PHAGS MAS RJES BZUNG RDO RJE GDAN PA LA,]","GSOL 'DEBS",,"BLO BZANG RGYAL MTSAN SENG+GE",,"BLO BZANG RGYAL MTSAN SENG+GE","Losang Gyeltsen Seng-ge",KHA,KHA,2,"@004B (CES SGROL DKAR YID BZHIN 'KHOR LO'I BYIN RLABS BRGYUD

PA'I GSOL 'DEBS DNGOS GRUB MYUR STZOL ZHES BYA BA 'DI NI GZHUNG
LUGS RGYA MTSO'I DON LA RNAM DPYOD YANGS PA DGE SLONG 'JAM
DBYANGS MKHAS GRUB KYIS LHA DAR BCAS 'DI LTA BU ZHIG DGOS ZHES
BSKUL BA'I NGOR, ^SH'AKYA'I DGE SLONG BLO BZANG

RGYAL MTSAN SENGGES SBYAR BA DZA YANTU,,)",,3B-4B,,XYL,M,"W, Y",G,G,6,"51.5x8.5 cm","43.5x5.6 cm",,,,"2007-06-03 14:52:20",,1150,20070314-1140,,,,MPO,"2007-06-03 14:52:20",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2007/09 September/Sep 27 2007/002/MONGOLIA.852",14069,,0,107136
M0042926,M0042926,,903,936,34,35536,,,,"LHA'I DGE BSNYEN CHEN PO LA SGO 'KHOR BCAS KYI BSKANG BSHAGS BYED TSUL LHA RGYAL GDONG LNGA'I GAD RGYANGS ZHES BYA BA BZHUGS","LA SGO",158,"BLO BZANG RGYAL MTSAN SENG+GE",,"BLO BZANG RGYAL MTSAN SENG+GE","Losang Gyeltsen Seng-ge",JA,JA,7,"@004B (ZHES MDZOD DGE'I STOD KYI YUL SKYONG GZHI BDAG LA SGOR
GRAGS PA'I LHA'I DGE BSNYEN CHEN PO 'KHOR BCAS KYI BSKANG BSHAGS
BYED TSUL LHA RGYAL GDONG LNGA'I GAD RGYANGS ZHES BYA BA 'DI NI
BZHAG SDOM DPON PO NGAG DBANG MGON PO SOGS KYIS

NAN GYIS BSKUL BA LTAR, ^ SH'AKYA'I BTZUN PA BLO BZANG RGYAL
MTSAN SENGGES LHA CHEN GNAS PA'I RI DBANG GI NYER 'DAB SPANG
LJONGS ME TOG RNAM PAR BKRA BA'I BRAG DGA' BA'I NOR 'DZIN GYI
MTHIL DU SBYAR BA'I YI GE PA NI MDZOD PA CHOS RJE'I TSA BO BSTAN
PA RGYAL MTSAN GYIS BGYIS PA DZA YANTU,, ,,)",,1A-4B,,XYL,M,"W, Y",G,G,6,"48.8x7.9 cm","44.0x5.9 cm",,,,"2007-06-03 15:04:14",,1241,20070228-1236,,,,MKHL,"2007-06-03 15:04:14",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2007/09 September/Sep 27 2007/003/MONGOLIA.859",14042,,0,107508
M0043298,M0043298,,1810,1837,28,41572,,,,"NO TITLE [@011A AOm RANG NYID LHAG PA'I LHA RU GSAL BA YI, ,MDUN DU BHRUm LAS RIN CHEN SNOD YANGS SU,]","DZAM LHA",,"DKON MCHOG RGYAL MTSAN",,"DKON MCHOG RGYAL MTSAN","Konchok Gyeltsen",JA,JA,7,"@011B (CES PA 'DI NI LHA 'DI'I RNAL 'BYOR PA GNAS BRTAN DKON
MCHOG

NAM MKHAS BSKUL NGOR, ^RATNA DHVA DZAS THE BO SHEL DKAR GYI MDUN
SMAN GYI RDZING BU'I NANG DU SBYAR BA'O, ,SARBA MANGGA LAm, ,)",,11A-11B,,XYL,T,"W, Y",G,G,6,"51.5x8.5 cm","47.5x6.5 cm","DGA' LDAN CHOS 'KHOR GLING",,,"2007-06-03 15:18:42",,1540,20070503-1525,,,,MBN,"2007-06-03 15:18:42",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2007/09 September/Sep 27 2007/004/MONGOLIA.866",14053,,0,107880
M0043720,M0043720,,618,647,30,29197,,,,"NO TITLE [@011B NA MO GU RA WE, BDAG NYID CHEN PO RNGOG LO'I DAG YIG NYER MKHO BSDUS PA LAS, RKYANG PA 'PHUL LA'? MTHA' DGOS, BRTZEGS PA BU DRUG CAN LA SPANG,]","DRIS LAN",,"DBYANGS CAN DGA' BA'I BLO GROS",,"DBYANGS CAN DGA' BA'I BLO GROS","Wangchen Gawey Lodru",KHA,KHA,2,"@011B 'DI YANG MKHYEN DPYOD PHUL DU BYUNG BA BYA BRAL MCHED
GROGS DAM PA DGE SLONG BLO BZANG

@012A *, ,RIN CHEN GYIS RGYANG RING PO NAS YI GE'I LAM NAS DRIS
PA BYUNG BA'I TSE, SNYOMS LAS PA DBYANGS CAN DGA' BA'I BLO GROS
KYIS 'PHRAL DU BRIS PA'O,,",,11B-12A,,XYL,M,"W, Y",G,G,6,"51.8x8.2 cm","48.6x6.4 cm",,,,"2007-06-03 15:36:24",,1232,20070221-1155,,,,MBO,"2007-06-03 15:36:24",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2007/09 September/Sep 27 2007/005/MONGOLIA.875",14068,,0,108252
M0044146,M0044146,,1521,1548,28,30630,,,,"SKYES RABS SO BZHI PA'I SNYING PO BSDUS PA'I GSOL 'DEBS RGYAL SRAS 'JUG NGOGS ZHES BYA BA BZHUGS SO","GSOL 'DEBS",,"DBYANGS CAN DGA' BA'I BLO GROS",,"DBYANGS CAN DGA' BA'I BLO GROS","Wangchen Gawey Lodru",KHA,KHA,2,"@005A *, ,CES PA'ANG

CHOS MED CHOS 'DOD PA, ,DBYANGS CAN DGA' BA'I BLO GROS KYIS,
,DAD BDUN MOS PA'I MTSAMS SBYAR NAS, ,GO SLA'I TSIGS SU BCAD PAR
BSDEBS,, ,,",,1A-5A,,XYL,T,"W, Y",G,G,6,"52.0x8.5 cm","48.4x6.4 cm",,,,"2007-06-06 22:23:04",,1732,20070427-1726,,,,MBO,"2007-06-06 22:23:04",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2007/09 September/Sep 27 2007/006/MONGOLIA.883",13993,,0,111228
M0044542,M0044542,TA,1229,1254,26,20364,,,,"BOD GANGS CAN GYI LTA BA'I GRUB MTHA' RAGS RIM NGO SPROD BZHUGS SO",,,"NGAG DBANG BLO BZANG",,"KLONG RDOL BLA MA NGAG DBANG BLO BZANG","Longdrol Lama Ngawang Losang",,,0,"@017A *, ,('DI NI DGE SLONG NGAG DBANG BLO BZANG GIS PHYI MAR
RIN PO CHE LTA BU'I GDUL BYAR SMON PHYIR LHO BRAG MAR PA'I SGRUB
GNAS GRO BO LUNG NGU BRJED THOR BRIS PA'O,, ,,)",,10A-17A,,XYL,C,"W, W",G,G,7,"53.0x10.5 cm","48.0x7.5 cm","RGYA NAG PAR",,,"2007-06-06 21:15:50",,1100,20070330-1055,,,,MPO,"2007-06-06 21:15:50",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2007/09 September/Sep 27 2007/006/MONGOLIA.891",13990,,0,108624
M0044914,M0044914,WA,396,420,25,22413,,,,"BKA' 'GYUR GSAN YIG BSDUS PA BZHUGS SO",,,"NGAG DBANG BLO BZANG",,"KLONG RDOL BLA MA NGAG DBANG BLO BZANG","Longdrol Lama Ngawang Losang",,,0,"@002A *, ,(ZHES PA 'DI YANG KLONG RDOL BLA MA

NGAG DBANG GIS BSGRIGS PA'O,, ,,)",,1A-2A,,XYL,C,"W, W",G,G,7,"53.0x10.5 cm","48.0x7.5 cm","RGYA NAG PAR",,,"2007-06-06 21:29:58",,1645,20070406-1640,,,,MPO,"2007-06-06 21:29:58",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2007/09 September/Sep 27 2007/007/MONGOLIA.899",13951,,0,108996
M0045286,M0045286,TA,1042,1065,24,20395,,,,"THEG CHEN GYI MNGON PA'I SDE SNOD LAS BYUNG BA'I MING GI GRANGS BZHUGS SO",,,"NGAG DBANG BLO BZANG",,"KLONG RDOL BLA MA NGAG DBANG BLO BZANG","Longdrol Lama Ngawang Losang",,,0,,,1A-10A,,XYL,C,"W, W",G,G,7,"50.5x10.5 cm","48.0x7.5 cm","RGYA NAG PAR",,,"2007-06-06 21:37:30",,1145,20070416-1140,,,,MPO,"2007-06-06 21:37:30",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2007/09 September/Sep 27 2007/008/MONGOLIA.906",13978,,0,109368
M0045658,M0045658,LA,218,241,24,20958,,,,"DPAL GSANG BA 'DUS PA'I BLA RGYUD GSOL 'DEBS BZHUGS SO",,,"DON YOD MKHAS GRUB",,"DON YOD MKHAS GRUB","Dunyu Khedrup",,,0,"@005B (CES PA 'DI NI RJE BTZUN BLA MA DAM PA DON YOD MKHAS
GRUB KYIS MDZAD PA'O,,)",,4B-5B,,XYL,C,"W, W",M,G,7,"52.0x10.5 cm","48.0x7.5 cm","RGYA NAG PAR",,,"2007-06-06 21:46:38",,1610,20070420-1605,,,,MPO,"2007-06-06 21:46:38",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2007/09 September/Sep 27 2007/009/MONGOLIA.914",13968,,0,109740
M0046030,M0046030,KA,956,980,25,25047,,,,"RANG GZHAN GYI? SNYAN BSKUL RING MO","MANG NGAG",,"BLO GROS RGYAL MTSAN",,"BLO GROS RGYAL MTSAN (1)","Lodru Gyeltsen (1)",,,0,"@013A *, ,CES BDAG GZHAN RNAMS LA SNYAN BSKUL DU SBYAR BA 'DI
BTZUN PA BLO GROS MING CAN GYIS DBEN GNAS BZANG LUNG DU SBYAR BA
DGE ZHING BKRA SHIS PAR GYUR CIG ,",,12B-13A,,XYL,T,"W, Y",G,M,7,"61.5x9.7 cm","55.0x7.0 cm",,,,"2007-06-06 21:57:04",,0940,20070528-0935,,,,MKHL,"2007-06-06 21:57:04",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2007/09 September/Sep 27 2007/009/MONGOLIA.921",13963,,0,110112
M0046402,M0046402,SA,34,58,25,26636,,,,"NO TITLE [@003A MA RGYUD KYI DBANG THOB PA RNAMS KYIS, BUD MED MTHONG BA THAMS CAD LA,]","SNGAGS BSLAB",,"BLO GROS RGYAL MTSAN",,"BLO GROS RGYAL MTSAN (1)","Lodru Gyeltsen (1)",,,0,"@004A *, ,ZHES PA 'DI BTZUN PA MA TIS DKAR PO RTZER BRIS
PA'O,,",,3A-4A,,XYL,T,"W, Y",G,G,7,"58.5x10.0 cm","54.5x7.0 cm",,,,"2007-06-06 22:07:36",,1025,20070604-1010,,,,MBN,"2007-06-06 22:07:36",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2007/09 September/Sep 27 2007/010/MONGOLIA.929",14027,,0,110484
M0046774,M0046774,,722,745,24,24922,,,,"DPAL MCHOG DANG PO'I RIGS BSDUS NI","DPAL MCHOG",,"'JAM DBYANGS 'PHRIN LAS",,,,,,0,"@120B (BU STON RIN PO CHE'I CHO GA DON YOD PA'I DAM TSIG GI
DKYIL 'KHOR 'BYUNG BA LTAR BRIS PA'O, ,)",,95A-120B,,XYL,T,"W, Y",G,G,6,"58.5x8.5 cm","52.0x6.7 cm",,,,"2007-06-06 22:19:16",,1228,20070411-1212,,,,MKHL,"2007-06-06 22:19:16",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2007/09 September/Sep 27 2007/011/MONGOLIA.936",14023,,0,110856
M0046968,M0046968,,548,573,26,32923,,,,"MKHA' 'GRO SNYAN RGYUD 'KHOR LO SDOM PA LHAN SKYES NI","LHAN SKYES",,"'JAM DBYANGS 'PHRIN LAS",,,,,,0,"@230B RAS CHUNG SNYAN RGYUD 'DZIN PA NGAG CHOS

KYIS MDZAD PA'I LHAN SKYES KYI SGRUB THABS DANG, DGE SLONG GRUB
MCHOG DBANG PO'I BDAG 'JUG 'BRING PO LTAR BRIS PA'O,,",,215B-230B,,XYL,T,"W, BR",B,M,6,"60.0x8.7 cm","52.0x6.0 cm",,,,"2007-06-07 19:28:30",,1110,20070410-1055,,,,MBN,"2007-06-07 19:28:30",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2007/09 September/Sep 27 2007/011/MONGOLIA.940",14021,,0,111600
M0047339,M0047339,,1447,1477,31,39361,,,,"THUGS RJE CHEN PO RGYAL BA RGYA MTSO LHA DGU'I SBYIN SREG GI CHO GA BZHUGS","SBYIN SREG",,"BLO BZANG YE SHES",,"BLO BZANG YE SHES","Losang Yeshe",GA,GA,3,"@013B ZHES THUGS RJE CHEN PO GSANG SGRUB LHA DGU'I ZHI RGYAS
KYI SBYIN BSREG JI LTAR BYA BA'I CHO GA 'DI YANG DPON AER TE NE
SBO SHOG THUS BSKUL

@014A *, ,BA LTAR SH'AKYA'I BTZUN PA BLO BZANG YE SHES KYIS GRUB
CHEN NYID KYIS MDZAD PA'I SBYIN SREG GI CHOG 'PHRIN LAS 'PHRENG
BA DANG RJE YAB SRAS RNAMS KYI GSUNG LA BRTAGS NAS BGYIS PA DGE
LEGS 'PHEL,, PA RI PRi TZTSA,,",,1A-14A,,XYL,T,"W, BR",M,B,6,"56.2x9.6 cm","48.5x7.0 cm",,,,"2007-06-07 19:44:20",,1032,20070330-1022,,,,MKHL,"2007-06-07 19:44:20",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2007/09 September/Sep 27 2007/011/MONGOLIA.947",14022,,0,111972
M0050001-083,M0050001-083,,2922,2954,33,206662,,,,"NO TITLE [@023B AOm A'A:H'Um, ,TING 'DZIN SNGAGS DANG PHYAG RGYAS BYIN BRLABS PA'I, ,ZAG MED BDUD RTZI'I BSANGS MCHOD GSER SKYEMS DANG, ,'BRANG RGYAS SHA CHANG BDUD RTZI'I RGYA MTSO 'DIS, ,STONG GSUM GNAS PA'I LHA KLU SDE BRGYAD TSOGS,]","GZHI BDAG",,"BLO BZANG DPAL LDAN YE SHES",,"DPAL LDAN YE SHES","Pelden Yeshe",JA,JA,7,"@024A *, ,(CES PA 'DI NI DAD STOBS KYIS MNGON PAR 'PHAGS PA
MTSO SNGON JA SAG MER KHAN AER KHE JU NANG SGROL MA SKYABS NAS
BSKUL MA MDZAD PA LTAR, ^SH'AKYA'I DGE SLONG BLO BZANG DPAL LDAN
YE SHES KYIS SBYAR BA'O,,) ,,SVA STI; PHAN BDE'I 'BYUNG GNAS
RGYAL BSTAN YONGS

'DU'I LJON, ,RAB RGYAS 'GRO KUN THAR MCHOG 'BRAS BZANG LA,
,SPYOD PHYIR BKRA SHIS LHUN GRUB CHOS GRVA CHER, ,CHOS SBYIN
'DZAD MED DAL 'GRO'I RGYUN 'DI SPEL,, SARBA MANGGA LAm,, ,,",,23B-24A,,XYL,T,"W, BR",G,G,6,"57.2x10.4 cm","49.8x6.6 cm",,,,"2007-06-18 16:47:10",,1800,M0017616.001-1045,,,,MBO,"2007-06-18 16:47:10",,1,14150,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0017616-2.001",27022,,0,112344
M0050006-047,M0050006-047,,7425,7452,28,246059,,,,"SO SOR 'BRANG MA DKAR MO PHYAG GNYIS MA'I SGRUB THABS TSE DANG DBANG PHYUG MCHOG SBYIN ZHES BYA BA BZHUGS SO","SGRUB THABS",,"CHOS KYI NYI MA",,"BLO BZANG CHOS KYI NYI MA (3)","Losang Chukyi Nyima",,,0,"@004B (CES SO SOR 'BRANG MA'I SGRUB THABS

@005A *, ,TSE DANG DBANG PHYUG MCHOG SBYIN ZHES BYA BA 'DI NI
DAD STOBS KYIS MNGON PAR MTHO BA HAR CHIN 'CHI MED RDO RJE PI'I
ZI'I NANG BLON CA HI ROGS CHI TSE BRTAN RGYAL GYI 'DOD MOS LTAR,
BLO BZANG CHOS KYI NYI MAS BRIS PA'O,, ,,)",,3B-5A,,XYL,C,"W, W",G,G,5,"42.8x9.0 cm","38.4x5.8 cm","RGYA NAG PAR",,,"2007-06-18 16:49:50",,1428,M0017618.002-1428,,,,MBO,"2007-06-18 16:49:50",,1,14139,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0017618-2.002",26576,,0,112716
M0050010-008,M0050010-008,,2580,2617,38,76736,,,,"NO TITLE [@006A NA MO GU RU MANYDZU GHO shA YA, ,BYIN RLABS GTER GYUR RTZA RGYUD BLA MA DANG,]","GSOL 'DEBS",,"NGAG DBANG CHOS KYI RGYA MTSO",,,,,,0,"@006B (CES MTSO BDUN GYI LHA KHANG CHEN PO'I THAM KA BLA MA
MDO RGYUD RGYA MTSO'I

@007A *, ,MNGA' BDAG BSTAN 'DZIN GRAGS PA DPAL BZANG PO'I SKU'I
YANG SRID MYUR GSAL GYI GSOL 'DEBS 'DOD DON LHUN GRUB ZHES BYA
BA 'DI NI DAM PA DE NYID KYI RIGS DPON DGE SLONG SBYIN PA SHES
RAB DANG SLOB BU DGE TSUL

SBYIN PA RGYA MTSO GNYIS KYI BKRA SHIS PA'I LHA RDZAS DANG BCAS
BSKUL ZHING, BDAG NYID MCHOG TU DANG BAS KYANG NYE BAR BSKUL STE
^BTZUN GZUGS SNYOMS LAS PA NGAG DBANG CHOS KYI RGYA MTSO ZHES
BGYI BAS ^'JAM DBYANGS GONG MA

CHEN PO'I RGYAL KHAB PE'I CING GI TZAN DAN JO BO'I LHA KHANG DU
SBYAR BA'I YI GE PA NI DPYOD LDAN DGE TSUL NGAG DBANG CHOS BZANG
NGO,)",,6A-7A,,XYL,C,"W, W",G,G,5,"47.2x9.4 cm","38.6x5.8 cm","RGYA NAG PAR",,,"2007-06-20 09:08:28",,1520,M0017619.003-1520,,,,MBO,"2007-06-20 09:08:28",,1,14111,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0017619-2.003",27917,,0,115320
M0050012-022,M0050012-022,20,802,828,27,108641,,,,"SENG MTHO'I GSOL MCHOD 'PHRIN LAS KUN 'GRUB ZHES BYA BA BZHUGS SO","SENG MTHO",,"NGAG DBANG CHOS KYI RGYA MTSO",,,,,,0,"@005A *, ,(CES DGRA LHA CHEN PO SENG MTHOR GRAGS PA LA BSANGS
MCHOD 'BUL TSUL 'DI NI, BTZUN GZUGS SNYOMS LAS PA NGAG DBANG
CHOS KYI RGYA MTSO ZHES BGYI BAS CHOS SDE CHEN PO DGON KLUNG
BYAMS PA GLING DU SBYAR BA'I YI GE PA NI RAB 'BYAMS SMRA BA NGAG
DBANG DAR RGYAS SO,,)",,1A-5A,,XYL,C,"W, W",G,G,5,"42.2x8.8 cm","38.6x5.8 cm","RGYA NAG PAR",,,"2007-06-21 15:30:16",,1755,M0017621.005-0900,,,,MBO,"2007-06-21 15:30:16",,1,14091,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0017621-2.005",25927,,0,116436
M0050017-035,M0050017-035,,3532,3553,22,81911,,,,"BA RI BA'I GDAMS PA THUN MONG MA YIN PA BZHUGS","SA SKYA BKA' 'BUM",,"SA SKYA KUN DGA' RGYAL MTSAN",,,,NA,NA,12,,,5B-7A,,TYP,T,"W, R",G,G,6,"56.2x9.5 cm","47.2x6.4 cm",,,,"2007-06-22 05:14:34",,1300,M0017622.006-1300,,,,MBO,"2007-06-22 05:14:34",,1,14168,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0017622-2.006",29916,,0,117552
M0050027-089,M0050027-089,THA,2579,2605,27,120641,,,,"LHA MO DANG SKU LNGA'I THANG SKU'I RGYAB YIG SMON TSIG BZHUGS SO",,,"YE SHES BLO BZANG BSTAN PA'I MGON PO",,"BSTAN PA'I MGON PO","Tenpey Gunpo",KA,KA,1,"@045B (CES PA'ANG RGYAL DBANG MCHOG GI ZHABS 'BRING PA GZIMS
'GAG DGE SLONG TSUL KHRIMS CHOS 'PHEL GYI DAD RTEN THANG SKU'I
RGYAB YIG SMON TSIG TU DGOS TSUL LTAR RTA TSAG PA YE SHES

BLO BZANG BSTAN PA'I MGON POS SBYAR BA DGE LEGS SU GYUR CIG ,)",,45B-45B,,XYL,T,"W, Y",G,M,6,"55.4x8.6 cm","51.0x7.0 cm",,,,"2007-06-28 04:23:54",,1800,M0017628.010-0900,,,,MBO,"2007-06-28 04:23:54",,1,14117,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0017628-2.010",30545,,0,122760
M0050054-031,M0050054-031,,236,257,22,8988,,,,"TSE RING MA'I G-YANG 'GUGS NYUNG BSDUS BZHUGS:","KLONG CHEN SNYING THIG",,,,,,,,0,,,14A-14B,,XYL,T,"W, R",G,G,6,"41.8x8.8 cm","36.2x6.0 cm",,,,"2007-07-30 08:48:08",,1845,M0017727.028-0900,,,,MBO,"2007-07-30 08:48:08",,1,14677,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0017727-2.028",27793,,0,129828
M0050062-043,M0050062-043,,487,509,23,11114,,,,"NYAMS CHAG SDIG SGRIB THAMS CAD BSHAGS PA'I RGYAL PO NA RAG DONG SPRUG BZHUGS SO:","BSHAGS PA",,,,,,,,0,,,1A-13A,,XYL,T,"W, R",G,G,6,"36.1x9.6 cm","28.2x5.4 cm",,,,"2007-09-13 15:54:12",,1830,M0017912.038-0908,,,,MBO,"2007-09-13 15:54:12",,1,13854,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0017912-2.038",29909,,0,133548
M0050064-029,M0050064-029,"//CHA 13// //YO//",326,348,23,9537,,,,"RDZOGS PA CHEN PO GNAS LUGS CER MTHONG ZHES BYA BA BZHUGS, LAS DANG PO BA LA 'DI PA'O","KLONG CHEN SNYING THIG",,,,,,,,0,,,1A-2B,,MS,R,"W, W",G,G,9,"35.5x11.0 cm","29.2x8.0 cm",,,,"2007-09-24 02:15:12",,1800,M0017920.044-0906,,,,MBO,"2007-09-24 02:15:12",,1,13904,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0017920-2.044",28840,,0,134292
