SerialNo,SerialNo_Normalized,LibraryNumber,begLineNo,endLineNo,nLines,byteCount,Collection,Title-English,Title-Sanskrit,Title-Tibetan,"Title-Tibetan Brief",SealIDs,Author-Tibetan,Author-English,Primary-Author-Tibetan,Primary-Author-English,SectionVolume,volume,volNdx,Colophon,Language,"Folios or pages","Published date","Text Format","Paper source","Paper hue","Paper grade",Readability,"Lines Per Page","Page Size","Printed area size",Location,"Drawings and illustrations",Notes,modDate,"Cataloger Name",Z,J,J1,J2,J3,W,crDate,refFrom,hasDupSerNos,dupSerNoIDs,isDupSerNo,dupTitleDeleted,dupTitleIDs,dontUse,parentFilePath,parentRecID,text,addedToWork,recID
M0052210-001,M0052210-001,/1/,149,206,58,25534,,,,"RJE BTZUN BLA MA TZONG KHA PA CHEN PO'I NGO MTSAR RMAD DU BYUNG BA'I RNAM PAR THAR PA DAD PA'I 'JUG NGOGS ZHES BYA BA BZHUGS SO","RNAM THAR",,"MKHAS GRUB RJE",,"DGE LEGS DPAL BZANG","Gelek Pelzang",KA,KA,1,"@074B CES RGYAL BA THAMS CAD KYI MKHYEN BRTZE GCIG TU BSDUS PA
LNGA BRGYA PA RNAMS KYI GTZUG GI NOR BU, ,SNYIGS MA'I DUS 'DIR
RGYAL BA'I BSTAN PA LA RGYAL BA NYID DANG

MTSUNGS PA, SKYE DGU MA LUS PA'I GNYEN GCIG BU, THAMS CAD MKHYEN
PA BLO BZANG GRAGS PA'I DPAL GYI ZHAL SNGA NAS KYI RNAM PAR THAR
PA YONGS SU BRJOD PA'I GTAM DU BYA BA DAD PA'I

'JUG NGOGS ZHES BYA BA 'DI NI, LUNG DAN NGON PAR RTOGS PA'I YON
TAN MTHA' YAS PA'I NOR GYIS THUGS KYI BANG MDZOD YONGS SU GTAMS
PA'I GNAS BRTAN YONGS DGE BA'I BSHES GNYEN CHEN

PO CHOS BZANG DANG, RIN CHEN RGYAL MTSAN PA GNYIS KYI BKAS NAN
CHER BSKUL CING, GZHAN YANG DGE BA'I BSHES GNYEN CHEN PO DU MA
ZHIG GIS YANG YANG BSKUL BA

LA BRTEN NAS, DPAL LDAN BLA MA DAM PA DMIGS PA MED PA'I THUGS
RJE CHEN PO DANG LDAN PA DE NYID KYI ZHABS RDUL LA NYE BAR GTUGS
PA'I BKA' DRIN GYIS 'TSO BA, MANG DU

THOS PA'I BTZUN PA DGE LEGS DPAL BZANG POS, GTZANG NYANG STOD
RIG PA'I 'BYUNG GNAS KYI SA'I CHAR GRUB PAR SBYAR BA PHYOGS DUS
THAMS CAD DU BKRA SHIS PAR GYUR CIG ,

@074A *, ,DGE LEGS 'PHEL, ,SVASTI, RGYAL BSTAN PAD TSAL PHAN
BDE'I DRI BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS

RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR SKU 'BUM
BYAMS PA GLING, ,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI SPEL,,
SARBA MANGGA LAm,,",,1A-74A,,XYL,M,"W, W",B,M,6,"54.0x10.0 cm","48.0x6.0 cm","SKU 'BUM BYAMS PA GLING","1BL-*, ,RGYAL KUN MKHYEN PA'I RANG GZUGS 'JAM DPAL DBYANGS, ,   1BC-*, ,DE BZHIN GSHEGS PA SENG GE NGA RO'I ZHABS, ,   1BR-*, ,RAB 'BYAMS RGYAL KUN 'DUS ZHAL TZONG KHA PA, ,   2AL-*, ,MI PHAM ? RGYAL TSAB CHOS KYI RJE,   2AR-*, ,MKHAS GRUB SMRA BA'I NYI MA DGE LEGS DPAL, ,   74AL-*, ,MTHU BSTOB NUS PA'I MNGA' BDAG YE SHES MGON, ,   74AR-*, ,DGE SDIG SHAN 'BYED DAM CAN CHOS KYI RGYAL, ,",,"2008-03-31 11:40:50",,0935,M0153828.003-0935,,,,MBS,"2008-03-31 11:40:50",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/04 April/Apr 1 2008/M8328/M0238328.003",12607,,0,162564
M0052227-009,M0052227-009,TU,231,252,22,21842,,,,"ME 'BRUG SA GA ZLA BA'I ZAB KHRID CHEN MO'I SNGON 'GRO RDO RJE'I STONG THUN ZHES BYA BA BZHUGS SO",,,"BZHAD PA'I RDO RJE",,"BZHAD PA'I RDO RJE","Shepey Dorje",,,0,,,1A-4B,,XYL,T,"W, Y",M,G,5,"31.5x8.0 cm","27.0x5.0 cm",,,,"2008-04-11 12:05:48",,1800,M0238410.012-0900,,,,MBS,"2008-04-11 12:05:48",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/04 April/Apr 11 2008/M8410/M0238410.012",12734,,0,164424
M0052252-003,M0052252-003,,352,418,67,33863,,,,"BLA MA LNGA BCU PA'I RNAM BSHAD SLOB MA'I RE BA KUN SKONG ZHES BYA BA BZHUGS SO","LNGA t'IK",543,"RJE BLO BZANG GRAGS PA",,"BLO BZANG GRAGS PA'I DPAL","Losang Drakpey Pel",KA,KA,1,"@030A *, , CES SLOB DPON MKHAS PA CHEN PO BHA BI LHAS MDZAD
PA'I BLA MA LNGA BCU PA

RGYA GAR GYI MKHAN PO PADMA KA RA WARMA DANG, ZHU CHEN GYI LO
TZTSA BA DGE SLONG RIN CHEN BZANG POS RGYA SKAD LAS BOD KYI SKAD
DU BRGYUR CING TSIG DANG DON LA ZHU CHEN BYAS TE NYAN BSHAD KYIS
GTAN LA PHAB PA'I RNAM BSHAD SLOB MA'I RE BA KUN

SKONG ZHES BYA BA 'DI NI, GZHUNG 'DI LA RGYA GAR PA'I 'GREL BA
MI SNANG YANG 'DI GANG LAS GTZO CHER BTUS PA'I RGYUD DPAL GSANG
BA 'DUS PA DANG RDO RJE PHRENG BA DANG RDO RJE SNYING PO RGYAN
GYI RGYUD DANG SGYU 'PHRUL DRA BA DANG SAm BHU tA DANG RDO RJE
GUR

DANG, RDO RJE MKA' 'GRO DANG DPAL MCHOG DANG PO LA SOGS PA RNAMS
DANG, SNGAGS KYI BSTAN BCOS GZHAN RNAMS LA'ANG BRTEN NAS, BSHES
GNYEN BSTEN TSUL NYAMS SU LEN PAR 'DOD PA'I DON GNYER CAN MANG
PO

DANG 'JIG RTEN MGON PO CHOS KYI RJE DPAL 'BRI GUNG PA ZHES YONGS
SU GRAGS PA'I GDUNG RGYUD DU 'KHRUNGS NAS 'GRO BA MTHA' YAS PA'I
'DREN PAR GYUR PA GU SHRI CHEN PO DON GRUB RGYAL PO BA DANG, RIG
PA 'DZIN PA'I SDE SNOD

@030B LA SBYANGS BA'I RDO RJE 'DZIN PA CHEN PO BLA MA CHOS SGO
BA BKRA SHIS RIN CHEN PA RNAMS KYIS BSKUL ZHING, DUS PHYIS MDO
SNGAGS KYI BSTAN PA YONGS SU RDZOGS PA'I GNAD RNAMS MKHYEN NAS
GTZIG TU BSTAN PA RIN PO CHE LA GCES

SPRAS SU MDZAD PA'I GNAS BRTAN MKHAS PA CHEN PO SKYABS MCHOG
DPAL BZANG PO'I GSUNG GIS NYE BAR BSKUL BA'I DON SU, DGE SLONG
RDO RJE 'DZIN PA BLO BZANG GRAGS PA'I DPAL GYIS BYANG RA SGRENG
RGYAL BA'I DBEN GNAS KYI YANG

DGON BRAG SENG GE'I ZHOL DU SBYAR BA'I YI GE PA NI, NANG RIG PA
SDE SNOD GSUM DANG GTAN TSIGS RIG PA'I TSUL LA SPOBS PA DGE BCAN
SDOM BRTZON DAR MA RIN CHEN NO,, 'DI LA BRTEN NAS KYANG BSTAN PA
RIN PO CHE RGYAS PAR GYUR CIG

SARBA MANGGA LAm, SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI
BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I
BCUD, ,'GRO KUN SPYOD PHYIR SKU 'BUM BYAMS PA GLING, ,CHOS SDE
CHE NAS CHOS SBYIN CHAR 'DI

SPEL,, ,,",,1A-30B,,XYL,M,"W, W",G,G,6,"53.0x8.5 cm","48.0x7.0 cm",,,,"2008-04-30 09:35:50",,1055,M0238425.023-1055,,,,MBS,"2008-04-30 09:35:50",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/04 April/Apr 29 2008/M8425/M0238425.023",12697,,0,167028
M0052282-005,M0052282-005,,530,606,77,32036,,,"SHRE YA KRA MA DHE NU BARshA DH'A RA SU BRi KshA PA RI Y'A TRA DRU RMA DZA YA NA BA RTTA RE RATNA SU WA RnA SHU DHI TA NA SHU DHi TA NA BI KRi TYA BRA KRi YA NA MA: BI DZA HA RA TISMA","RGYAL BA'I BKA' 'GYUR RIN PO CHE GSER SBYANGS MCO MA'I GSAR BZHENGS KYI DKAR CHAG DGE LEGS 'DOD DGU CHAR DU SNYIL BPAG BSAM YONGS 'DU'I KHRI SHIR ZHES BYA BA BZHUGS SO",,21,"BSKAL BZANG THUB BSTAN 'JIGS MED BSTAN PA'I RGYAL MTSAN",,,,,,0,"@032B CES STON PA MNYAM MED SH'AKYA'I RGYAL PO'I BKA' DBUS
'GYUR TSAL DU JI LTAR 'GYUR RO COG THAMS CAD BDAG GI DRIN CAN
BLA MA RJE KLONG RDOL RDO RJE 'CHANG

NGAG GI DBANG PO'I THUGS BZHED BLA NA MED PAS GSER DBYANGS BCO
MA'I GSAR BZHINGS SU STZAL BA'I DKAR CHAG 'DI LTA BU ZHIG DGOS
ZHES BRAG G-YAB MCHOG SPRUL SKU RIN PO CHE YE SHES BLO BZANG
BSTAN 'DZIN RGYA MTSO DPAL BZANG PO DANG, GANG

GI 'PHRIN LAS KYI KHA LO PA CHEN PO BSOD NAMS DBANG PHYUG BCAS
KYI BKA' GNANG BAR GRUB DBANG RDO RJE 'CHANG GI BKA' DRIN RJES
SU DRAN PA'I SGO NAS STON PA SH'AKYA'I RGYAL PO'I BSTAN PA RIN
PO CHE LO LNGA STONG DU GNAS PAR GSUNGS PA'I LNGA BRGYA PA PHRAG
BCU'I

SGRUB PA'I LE'U'I LNGA BRGYA PHRAG GSUM 'DAS SHING, RTOG PA'I
LE'U LAS, SHES RAB KYI LE'U'I LNGA BRGYA PA PHRAG GCIG DANG,
TING DE 'DZIN GYI LE'U'I LNGA BRGYA PA PHRAG GCIG RDZOGS ZIN
CING, TSUL KHRIMS LE'U'I STENG NAS LO BCU DANG SUM CU SO BDUN
'DAS

SHING SUM CU SO BRGYAD PA'I DUS DANG, TSUL KHRIMS LE'U'I LO SUM
BRGYA DANG DRUG CU RE GSUM LUS SHING, DE NAS SDE SNOD GSUM GYI
LE'U LNGA BRGYA LA BRAG GSUM, RTAG TZAM 'DZIN PA'I LE'U WA BRGYA
BA PHRAG GCIG BCAS 'BYUNG 'GYUR DANG, DE LTAR BSTAN PA

LO LNGA STONG GI STENG NAS LO NYIS STONG DRUG BRGYA SUM CU SO
BDUN 'DAS SHING SO BRGYAD PA'I DUS DANG, RAB 'BYUNG BCU GSUM
PA'I LO LNGA BCU NGA BDUN PA'I DUS KYI RGYA GAR 'PHAGS PA'I YUL
GYI LEGS SBYAR SIm SKRi TA'I SKAD DU DHU DHI DHU ZHES PA, STOD
'GREL LAS

@033A *, ,BOD YUL DBUS KYI SKAD DU KHRAG SKYUG ZHES PA DANG,
SHAR PHYOGS RGYA NAG MAH'A TZI NA'I SKAD DU GU HA'I ZHES 'BOD
CING, LJONGS 'DIR DBANG THANG DANG BSTUN PAR CHU MO PHAG GI LO
SA GA ZLA BA'I GZA' SKAR 'PHROD SBYOR PHUN SUM TSOGS PA'I MAR
NGO'I

MKHA' 'GRO 'DU BA'I DUS CHEN KHYAD PAR CAN GYI NYIN DGA' LDAN
CHOS LDINGS NGES GSANG DAR RGYAS GLING GI BSTI GNAS DGA' LDAN
YANG RTZER BDAG RGYAL SRAS SPRUL SKU BSKAL BZANG THUB BSTAN
'JIGS MED RGYA MTSO 'AM, ^BSKAL BZANG THUB BSTAN 'JIGS MED

BSTAN PA'I RGYAL MTSAN GYIS RANG LO DRUG CU RE GCIG PA'I DUS DAD
'DUN SMON PA'I MTSAMS SPYOR BZANG POS SBYAR BA'I YI GE PA NI
BRAG G-YAB SPRUL SKU RIN PO CHE'I SKU MDUN PA DRUNG YIG DGE
SLONG BSKAL BZANG BRTZON 'GRUS DANG, 'DI KHA'I DRUNG YIG RDO RJE
TSE DBANG

GNYIS KYI BRIS PA DGE LEGS 'PHEL, ,",,1A-33A,,XYL,T,"W, Y",G,G,6,"54.0x8.5 cm","51.0x7.0 cm",,"1BC-*, ,RGYAN,   2AL-*, ,RGYAN,",,"2008-05-29 04:39:22",,1230,M0238522.042-1230,,,,MBS,"2008-05-29 04:39:22",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/05 May/May 28 2008/M8522/M0238522.042",13811,,0,171120
M0052295-034,M0052295-034,NI,685,707,23,16670,,,,"GSANG BA YE SHES KYI MKHA' 'GRO'I SBYIN SREG GI ZUR RGYAN DUS ME'I KHANG BU ZHES BYA BA BZHUGS",,,"BZHAD PA'I RDO RJE",,"BZHAD PA'I RDO RJE","Shepey Dorje",,,0,,,1A-17A,,XYL,T,"W, Y",M,G,5,"32.0x8.0 cm","26.5x4.5 cm",,,,"2002-01-01 18:25:02",,1800,M0238528.046-0900,,,,MBS,"2002-01-01 18:25:02",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/06 June/Jun 2 2008/M8528/M0238528.046",12916,,0,16740
M0052307-041,M0052307-041,,266,289,24,28960,,,,"LAM RIM BLA MA BRGYUD PA'I 'DRI TSUL BZHUGS","LAM BLA",,"DNGUL CHU DHARMA BHA DRA",,"DHARMA BHA DRA","Dharma Bhadra",CA,CA,5,"@006B 'DI NI RJE BTZUN DHARMA BHA DRA DPAL BZANG PO'I GSUNG
'KHRUL MED LA, DBYANGS CAN GRUB PA'I RDO RJES RTZA BA'I BLA MA
BSNAN PA LAGS SO,, ,,MANGGA LAm SHUBHAm,, ,,",,1A-6B,,XYL,T,"W, Y",G,G,6,"57.0x10.2 cm","48.6x6.8 cm","SDE DGE PAR",,,"2008-04-15 08:11:14",,1800,M0248414.003-0900,,,,MBZ,"2008-04-15 08:11:14",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/04 April/Apr 14 2008/M8414/M0248414.003",12610,,0,164796
M0052313-051,M0052313-051,,90,116,27,23867,,,,"RJE BTZUN 'JAM PA'I DBYANGS KYI BSTOD PA SHES RAB GSAL BYED MA BZHUGS SO",,195,"BLO BZANG CHOS KYI RGYAL MTSAN",,"PAn CHEN BLO BZANG CHOS KYI RGYAL MTSAN","Panchen Losang Chukyi Gyeltsen",,,0,"@002A *, ,(CES PA 'DI NI TSE DANG LDAN PA LEGS PA RGYAL MTSAN
GYIS NAN CHER BSKUL BA LA BRTEN NAS, BLO BZANG CHOS KYI RGYAL
MTSAN GYIS

SHANGS MDO RGOD TSANG GI RI KHROD DU SBYAR BA'O,, ,,)",,1A-2A,,XYL,M,"W, W",G,M,6,"60.2x10.4 cm","48.0x6.5 cm","DGA' LDAN THEG CHEN GLING",,,"2008-04-18 15:23:04",,1800,M0248417.006-0900,,,,MBZ,"2008-04-18 15:23:04",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/04 April/Apr 18 2008/M0248417.006",12555,,0,165168
M0052323-007,M0052323-007,,633,658,26,37944,,,,"GTOR MA CHA GSUM LAG LEN BZHUGS SO",,,"T'A RA N'A THA",,"T'A RA N'A THA",Taranata,,,0,"@007A *, ,DE LTAR MA CHA GSUM GYI GTOR CHO GA MDOR BSDUS

'DI YANG, SLONG MA BYAMS PA KUN DGA' LA SOGS PAS BSKUL BA'I
NGOR, T'A RA N'A THAS NAGS RGYAL GYI DBEN GNAS SU SMRA BA'O,,
,,BKRA SHIS,, ,,DGE'O,, ,,",,1A-7A,,XYL,C,"W, W",G,G,6,"52.0x9.6 cm","46.0x6.8 cm","RGYA NAG PAR",,,"2008-04-24 09:09:34",,1120,M0248423.010-1120,,,,MBZ,"2008-04-24 09:09:34",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/04 April/Apr 23 2008/M8423/M0248423.010",12641,,0,166284
M0052337-020,M0052337-020,/TSA/,299,320,22,18697,,,,"*: :THUGS RJE CHEN PO'I ZAS GTAD BZHUGS SO:",GNAS,,,,,,,,0,,,11A-13A,,XYL,T,"W, R",G,G,6,"46.0x8.6 cm","37.0x6.5 cm",,,,"2008-05-02 04:17:54",,1800,M0248430.015-0900,,,,MBZ,"2008-05-02 04:17:54",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/05 May/May 1 2008/M8430/M0248430.015",13742,,0,167772
M0052367-012,M0052367-012,,1140,1184,45,30950,,,,"BSNYEN YIG DNGOS GRUB RGYA MTSO ZHES BYA BA BHZUGS SO","BSNYEN YIG CHEN MO","197,198","NGAG DBANG BLO BZANG CHOS LDAN",,"NGAG DBANG BLO BZANG CHOS LDAN","Ngawang Losang Ch̦den",CA,CA,5,"@020B CES BSNYEN YIG DNGOS GRUB RGYA MTSO ZHES BYA BA 'DI NI
RANG GI NYE 'KHOR BA DGA' BCU SHES DAR BA SOGS DU MA DANG,

@021A *, ,SNGON GOMS LEGS SPYAD KYI BAG CHAGS 'THUG PO SANG
CING, SKYE BAS THOB PA DANG, SBYANGS PA'I RNAM DPYOD MCHOG DU
YANGS PA RGYAL DBANG DGE 'DUN RGYA MTSO'I GDAN SA CHEN PO RGYAL
ME TOG THANG GI SENG GE'I KHRIR 'KHOD PA'I MKHAN RIN PO CHE CHES
PA BDE THANG SPRUL

SKU BLO BZANG RIN CHEN TSANGS DBYANGS PHYOGS LAS RNAM PAR RGYAL
BA DANG, ,NANG RIGS PA DANG GSO BA RIG PA LA RNAM DPYOD YANGS
PA'I RAB 'BYAMS SMRA BA NGAG DBANG BSTAN 'DZIN MDO SNGAGS RAB
'BYAMS PA MI DMAN ZHING RNAM DPYOD YANGS PA'I RAB 'BYAMS SMRA BA
BSTAN 'DZIN

GRAGS PA, SKYE BAS THOB PA'I BLO GROS GYI RTZAL GSUNG RAB LA LTA
BA'I MIG DANG LDAN ZHING DON GNYER DAD BCAS PA'I DGE SLONG CHOS
RGYA MTSO DANG TSUL KHRIMS DPAL BZANG LA SOGS PA'I DON GNYER CAN
MANG POS BSKUL BA'I NGOR SBRANG BAN SNYOMS LAS PA NGAG

DBANG BLO BZANG CHOS LDAN GYIS MTSO BDUN GYI LHA KHANG CHEN MOR
SBYAR BA'I YI GE PA NI RNAM DPYOD DANG BRTZON PA MI DMAN PA'I
DGE SLONG GRAGS PA'O, ,'DIS KYANG RGYAL BA'I BSTAN PA DAR ZHING
RGYAS LA YUN RING DU GNAS PAR GYUR CIG , ,,",,1A-21A,,XYL,C,"W, W",G,G,6,"53.4x9.2 cm","47.2x5.6 cm","RGYA NAG PAR",,,"2008-05-26 11:57:28",,1610,M0248515.026-1610,,,,MBZ,"2008-05-26 11:57:28",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/05 May/May 28 2008/M8515/M0248515.026",13841,,0,170004
M0052390-001,M0052390-001,,462,488,27,19006,,,,"SHES RAB GYI PHA ROL TU PHYIN PA'I MAN NGAG GI BSTAN BCOS MNGON PAR RTOGS PA'I RGYAN GYI 'GREL PA DON GSAL BA'I RNAM BSHAD SNYING PO'I RGYAN CES BYA BA BZHUGS SO","SNYING PO'I RGYAN",,"BLO BZANG BSKAL BZANG RGYA MTSO",,,,,,0,,,"1A-300B INC [*missing page from 301A*]",,XYL,T,"W, W",M,G,7,"58.2x9.2 cm","55.4x7.6 cm",,"1BL-*, ,RJE BTZUN BYAMS PA MGON PO LA NA MO,,   1BR-*, ,MKHAS MCHOG SENG GE BZANG PO LA NA MO,,   2AL-*, ,THAMS CAD MKHYEN PA BLO BZANG GRAGS PA LA NA MO,,   2AR-*, ,RGYAL TSAB DAM PA DAR MA RIN CHEN MA LA NA MO,,",,"2008-06-03 09:02:48",,1130,M0248527.034-1130,,,,MBZ,"2008-06-03 09:02:48",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/06 June/Jun 2 2008/M8527/M0248527.034",12932,,0,172236
M0052418-008,M0052418-008,,1281,1314,34,35715,,,,"GRUB CHEN NYI MA SPAS PA'I LUGS KYI SGROL MA NYER GCIG GI BSKYED RIM NYAMS SU LEN TSUL BZHUGS SO",,,"PHYOGS LAS RNAM RGYAL",,,,,,0,"@006A *, ,(ZHES PA 'DI YANG KHAL KHA NAS GUNG BDE LEGS RDO
RJE'I AA LCE DGE TSUL MA YE SHES CHOS 'DZIN DANG, NYI MA CHOS
'PHEL GNYIS NAS BSKUL BA LTAR, ^SH'AKYA'I DGE SLONG BLO BZANG
DPAL LDAN BSTAN PA'I NYI MA PHYOGS

LAS RNAM RGYAL DPAL BZANG POS SBYAR BA'O,, ,,SVASTI, PHAN BDE'I
'BYUNG GNAS RGYAL BSTAN YONGS 'DU'I LJON, ,RAB RGYAS 'GRO KUN
THAR MCHOG 'BRAS BZANG LA, ,SPYOD PHYIR BKRA SHIS LHUN GRUB CHOS
SDE CHER, ,

CHOS SBYIN 'DZAD MED DAL 'GRO'I RGYUN 'DI SPEL, ,SARBA DZA GA
TAm,, ,,",,1A-6A,,XYL,M,"W, W",G,G,6,"58.0x9.5 cm","47.0x6.5 cm",,,,"2008-04-30 10:20:02",,1625,M0258429.005-1625,,,,MDM,"2008-04-30 10:20:02",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/04 April/Apr 29 2008/M8429/M0258429.005",12709,,0,167400
M0052476-028,M0052476-028,,833,863,31,19140,,,,"NO TITLE",,,"BLO BZANG DPAL LDAN YE SHES",,"DPAL LDAN YE SHES","Pelden Yeshe",,,0,"@003A *, ,CES RGYAL BA'I YUM MCHOG RJE BTZUN SGROL MA DKAR MO
LA BSTOD PA, TSE DANG YE SHES SPEL BAR BYED PA'I RIN PO CHE

@003B ZHES BYA BA 'DI NI, DZA SAG BLA MA BLO BZANG CHOS 'PHEL
SOGS DAM PA 'DI NYID LA MI PHYED PA'I DAD PA CAN RNAMS KYANG 'DI
LTA BU ZHIG DGOS ZHES NYE BAR BSKUL BA LA BRTEN NAS SH'AKYA'I
DGE SLONG BLO BZANG DPAL LDAN YE SHES KYIS SNYAN NGAG GI BDRA'
SOGS KYIS MA BCINGS PAR GO

BDE BAR SUG BRIS SU BGYIS PA'O,, ,,",,1A-3B,,XYL,M,"W, W",G,G,6,"43.5x8.5 cm","34.0x6.0 cm",,,,"2008-07-22 05:20:08",,1800,M0258702.046-0855,,,,MDM,"2008-07-22 05:20:08",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/06 June/Jun 23 2008/M8702/M0258702.046",13101,,0,177444
M0052484-008,M0052484-008,,833,855,23,26320,,,,"RIG PA'I LHA MO'I GDONG DMAR MA'I SGO NAS BZLOG BSGYUR CES BYA BA BZHUGS SO",,,,,,,,,0,,,1A-4A,,MS,M,"W, W",G,G,7,"35.5x9.5 cm","29.0x7.0 cm",,,,"2008-07-22 05:34:14",,1200,M0258714.053-1200,,,,MDM,"2008-07-22 05:34:14",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/06 June/Jun 23 2008/M8714/M0258714.053",13080,,0,178560
M0052488-006,M0052488-006,,744,778,35,25988,,,,"RTEN CING 'BREL BAR 'BYUNG BA SPYI'I DON MTHA' DPYOD DANG BCAS PA RGYA CHER GTAN LA 'BEBS PA'I LEGS BSHAD LUNG RIGS 'OD 'BAR NOR BU'I 'PHRENG BA ZHES BYA BA BZHUGS SO","RTEN 'BREL",,"SU MA TI DHARMA",,,,,,0,"@081A *, ,RTEN CING 'BREL BAR 'BYUNG BA SPYI'I DON MTHA' DPYOD
DANG BCAS PA RGYA CHER GTAN LA

'BEBS PA'I LEGS BSHAD LUNG RIGS 'OD 'BAR NOR BU'I 'PHRENG BA
ZHES BYA BA 'DI NI RANG GI BRJED BYANG DANG SKAL MNYAM 'GA' LA
PHAN PA'I SEMS KYIS KUN NAS BSLANG TE DAM PA DU MA'I BKA' DRIN
GYI NYE BAR 'TSO BA'I DGE SLONG SU MA TI DHARMAS CHOS SDE CHEN
PO

DPAL LDAN 'BRAS SPUNGS SU SBYAR BA'O, ,'DIS KYANG KHAMS GSUM
CHOS KYI RGYAL PO TZONG KHA PA CHEN PO'I LUNG RTOGS KYI BSTAN PA
RIN PO CHE DAR ZHING RGYAS LA YUN RING DU GNAS PAR GYUR CIG ,",,1A-81A,,XYL,M,"W, W",M,G,6,"62.5x9.0 cm","47.0x6.5 cm",,,,"2008-08-01 04:30:30",,1205,M0258721.058-1205,,,,MDM,"2008-08-01 04:30:30",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/08 August/Aug 3 2008/M8721/M0258721.058",13594,,0,179304
M0052491-017,M0052491-017,,1250,1282,33,21323,,,,"DPAL RDO RJE 'JIGS BYED KYI DPA' BO GCIG PA'I SGRUB THABS BDUD LAS RNAM RGYAL GYI NGAG 'DON KHRIGS CHAGS SU BSDEBS PA BZHUGS SO",,,"DKON MCHOG 'JIGS MED DBANG PO",,"DKON MCHOG 'JIGS MED DBANG PO","Konchok Jigme Wangpo",,,0,"@042A *, ,(CES DPAL RDO RJE 'JIGS BYED DPA' BO GCIG PA'I SGRUB

THABS BDUD LAS RNAM RGYAL GYI NGAG 'DON KHRIGS CHAGS SU BSDEB
PA'I BZHIN, RAB 'BYAMS PA DKON MCHOG DON YOD KYIS 'DI LTA BU

ZHIG DGOS ZHES BSKUL NGOR, ^BTZUN PA DKON MCHOG 'JIGS MED DBANG
POS YONGS RDZOGS BSTAN PA'I MNGA' BDAG KUN MKHYEN

CHEN PO 'JAM DBYANGS BZHAD PA'I RDO RJES MDZAD PA'I LHAN THABS
KYI DGONGS DON LTAR DBEN GNAS THAR PA RTZER SBYAR BA'O,, ,,)",,1A-42A,,MS,R,"W, W",G,G,6,"23.0x8.5 cm","17.5x6.0 cm",,,,"2008-07-18 05:57:26",,1415,M0258725.062-1415,,,,MDM,"2008-07-18 05:57:26",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/08 August/Aug 3 2008/M8725/M0258725.062",13554,,0,175584
M0052500-057,M0052500-057,,434,455,22,20697,,,,"DPAL PHYAG NA RDO RJE'I MTSAN BRGYA BZHUGS SO",,,,,,,,,0,,,1A-3A,,XYL,M,"W, W",G,G,6,"54.5x9.0 cm","38.2x6.0 cm",,,,"2008-08-02 02:14:54",,1800,M0258807.071-0900,,,,MDM,"2008-08-02 02:14:54",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/Mongolian Library Catalog/Downloaded from Google Groups/2008/09 September/Sep 3 2008/M8807/M0258807.071",12872,,0,180792
