serialNo,catRecID,volRecID,serNoRecID,Title-Tibetan,"colophon "
M0005885,42703,13,121,"DPAL 'KHOR LO SDOM PA'I PHYI ROL MCHOD PA'I CHO GA LAG MCHOD DANG DPYOD KYI RGYAL MO'I GLU DANG BCAS PA BZHUGS SO","@015B DPAL 'KHOR LO SDOM PA'I PHYI ROL MCHOD PA'I CHO GA LAG
MCHOD DANG BCAS PA 'DI, SNYIGS DUS KYI RGYAL BA GNYIS PA CHOS
KYI RJE THAMS CAD MKHYEN PA BLO BZANG GRAGS PA'I DPAL GYI ZHAL
SNGA NAS KYI PHYAG BZHIS BZHIN DU, 'DUL BA 'DZIN PA GRAGS PA
RGYAL MTSAN GYIS, YI GER BKOD PA YIN ZHING, 'DI'I MCHOD PHRENG
SMON LAM SHIS PA BRJOD PA RNAMS NI, CHOS RJE NYID KYIS MDZAD PA
YIN NO, ,'DIS KYANG RGYAL BA'I BSTAN PA SPYI DANG, KHYAD PAR
DPAL 'KHOR LO SDOM PA'I BSHAD SGRUB MTHA' DAG ,PHYOGS DUS GNAS
SKABS THAMS CAD DU DAR ZHING RGYAS LA YUN RIN DU GNAS PAR GYUR
CIG ,CHO GA 'DIR RJE RIN PO CHES MDZAD PA'I MCHOD PHRENG SMON
LAM SHIS BRJOD RNAMS TSANG BAR 'GOD PAR MDZAD KYANG, SMON LAM
DANG SHIS BRJOD GNYIS BLA BRGYUD GSOL 'DEBS DANG, BSTOD PA'I
MJUG TU YOD PAS PAR 'DIR MA BKOD, ,DGE'O, ,SVA STI, RGYAL BSTAN
PAD TSAL PHAN BDE'I DRI BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM
GROL SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA' LDAN THEGS
CHEN GLING, ,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI SPEL, ,SARBA
MANGGA LAm,, ,,"
M0005886,42704,13,122,"'JIGS BYED KYI DAG SBYOR BZHUGS SO","@004A *, ,SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG
CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO
KUN SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHE NAS
CHOS SBYIN CHAR 'DI SPEL, ,SARBA MANGGA LAm,, ,,"
M0005887,42705,13,123,"RJE'I GSUNG BZHIN DU SGRUB THABS KUN TU BZANG PO'I TSIG GI DON CUNG ZAD BKOD PA RGYAL TSAB CHOS RJES BRJED BYANG DU MDZAD PA BZHUGS SO","@036B SGRUB THABS KUN TU BZANG PO'I TSIG GI DON CUN ZAD BKOD
PA 'DI, GZHUNG LUGS 'DI'I MNGA' BDAG LHA RIN

@037A *, ,PO CHE'I BKAS BSKUL NAS, ,DPAL LDAN BLA MA RJE BTZUN
CHEN PO THAMS CAD MKHYEN PA'I GSUNG MI NYAMS PA'I PHYIR DU, DAR
MA RIN CHEN GYIS BRJED BYANG DU BKOD PA'O, ,DGE BA 'DI YIS

SEMS CAN THAMS CAD KYIS 'JAM PA'I DBYANGS KYI GO PHANG THOB PAR
GYUR CIG ,SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG
CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL

SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN
GLING, ,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI SPEL, ,SARBA MANGGA
LAm,, ,,"
M0005888,42706,13,124,"DPAL RNAM PAR SNANG MDZAD KYI SGO NAS NGAN SONG THAMS CAD YONGS SU SBYONG BA'I DKYIL 'KHOR GYI CHO GA RGYUD DON GSAL BA ZHES BYA BA BZHUGS SO","@068A *, ,DPAL RNAM PAR SNANG MDZAD KYI SGO NAS NGAN SONG
YONGS SU SBYONG BA'I DKYIL 'KHOR GYI CHO GA RGYUD DON

GSAL BA ZHES BYA BA GSUNG RAB MTHA' DAG LA NI 'JIGS PA'I SPOBS
PA BRNYES NAS, GDUL BYA MTHA' YAS PA LA RANG RANG GI SKAL BA
DANG 'TSAM PAR SDE SNOD GSUM DANG RGYUD SDE BZHI'I LAM GYI GNAD
MTHA' DAG PAR

'DOMS SHING RGYAS PAR MDZAD PA CHOS KYI RJE RIN PO CHE BLO BZANG
GRAGS PA'I DPAL GYI ZHAL SNGA NAS KYI GSUNG BGROS LTAR GRAGS PA
RGYAL MTSAN GYIS RI BO DGE LDAN RNAM PAR RGYAL BA'I GLING DU YI
GER BKOD PA'O,, ,,

@068B 'DIS KYANG BSTAN PA RIN PO CHE PHYOGS THAMS CAD DU RGYAS
PAR GYUR CIG ,YE DHARM'A HE TU BA BHA W'A HE TU NTE BHA NTA TH'A
GA TO HYA WA DA TA, DVE sh'A HRU YE NI DHA YE WAm B'A B'I MA H'A
SHRA MA NA: SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG
CAN, ,

BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN
SPYOD PHYIR DGA' LDAN THEG CHEN GLING, ,CHOS SDE CHE NAS CHOS
SBYIN CHAR 'DI SPEL, ,SARBA MANGGA LAm,, ,,"
M0005889,42707,13,125,"BYA SPYOD KYI SPYI'I CHO GA'I RNAM PAR BZHAG PA RIGS GSUM LA SBYOR TSUL RJE'I PHYAG BZHES BZHIN 'DUL BA 'DZIN PAS BKOD PA BZHUGS SO","@029B BYA SPYOD KYI SPYI'I CHO GA'I RNAM PAR ZHAG PA RIGS GSUM

@030A *, ,LA SBYOR TSUL 'DI NI, RMAD DU BYUNG BA'I MKHYEN PA
PHUL DU PHYIN PA BRNYES NAS GDUL BYA RNAMS SMIN GROL GYI LAM LA
'GOD PAR MDZAD PA, CHOS KYI RJE THAMS CAD MKHYEN PA BLO BZANG
GRAGS PA'I

DPAL GYI ZHAL SNGA NAS KYI PHYAGS BZHIS LTAR DKA' BZHI 'DZIN PA
GRAGS PA RGYAL MTSAN GYIS RI PO DGE LDAN RNAM PAR RGYAL BA'I
GLING DU YI GER BKOD PA'O, ,'DIS KYANG RGYAL BA'I BSTAN PA RIN
PO CHE SGO THAMS CAD DU DAR ZHING RGYAS NAS YUN RING DU

GNAS PAR GYUR CIG ,MANGGA LAm, ,SVA STI, RGYAL BSTAN PAD TSAL
PHAN BDE'I DRI BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL
SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN
GLING, , CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI SPEL, ,SARBA
MANGGA LAm,, ,,"
M0005890,42708,13,126,"'OD ZER CAN GYI SGRUB THABS RJE'I THUGS BZHED LTAR BKOD PA BZHUGS SO","@003B 'OD ZER CAN GYI SGRUB THABS 'DI, BLA MA RIN PO CHE THUGS
BZHED LTAR GRAGS PA RGYAL MTSAN GYI YI GER BKOD, 'DIS KYANG
BSTAN PA RIN PO CHE DAR ZHING RGYAS PAR GYUR CIG ,SVA STI, RGYAL
BSTAN PAD TSAL PHAN BDE'I DRI BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS
RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA' LDAN
THEG CHEN GLING, ,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI SPEL,
,SARBA MANGGA LAm,, ,,"
M0005891,42709,13,127,"//NA// DKAR CHAG",
M0006368,43686,14,128,"//KHA// DKAR CHAG",
M0006682,44300,15,129,"RGYAL BA'I GSUNG RAB THAMS CAD KYI SNYING PO'I GNAD BSDUS TE GTAN LA PHAB PA BYANG CHUB LAM GYI RIM PA BZHUGS SO","@219B CES RGYAL BA'I GSUNG RAB THAMS CAD KYI GNAD BSDUS PA,
,SHING RTA CHEN PO KLU SGRUB DANG THOGS MED GNYIS KYI LAM SROL,
,RNAM PA THAMS CAD

MKHYEN PA'I SAR BGROD PA'I SKYE BO MCHOG GI CHOS LUGS, ,SKYES BU
GSUM GYI NYAMS SU BLANG PA'I RIM PA THAMS CAD TSANG PAR STON
PA'I BYANG CHUB LAM GYI RIM PA DGON BA BA NAS SNE'I ZUR PA LA
BRGYUD

PA DANG, ,SPYAN SNGA BA NAS BRGYUD PA GNYIS DANG, ,PO TO BA NAS
SHAR BA LA BRGYUD PA DANG, ,PO TO BA NAS DOL BA LA BRGYUD PA'I
GDAMS

DAG THOS PA RNAMS KYI DON, ,LAM RIM RGYAS PA LAS SLAR YANG BSDUS
PA 'DI NI, ,MANG DU THOS PA'I DGE SLONG BA BA SHAR TZONG KHA PA
BLO BZANG GRAGS PA'I DPAL GYIS RI BO DGE LDAN DU

@220A *, ,SBYAR BA'O,, ,,MANGGA LAm,, ` ,SVA STI, RGYAL BSTAN
PAD TSAL PHAN BDE'I DRI BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS

RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA' LDAN
THEG CHEN GLING, ,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI SPEL,,"
M0006683,44301,15,130,"BYANG CHUB LAM GYI RIM PA'I 'KHRID KYI SA BCAD BZHUGS SO","@015A *, ,SARBA MANGGA LAm, SVA STI, RGYAL BSTAN PAD TSAL PHAN
BDE'I SRI BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG
RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN GLING,
,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI SPEL,,"
M0006684,44302,15,131,"ZHI LHAG GNYIS KYI DKA' BA'I GNAS LA RGYAL BA'I DGONGS PA PHYIN CI MA LOG PAR BSHAD PA BZHUGS SO","@005A *, ,ZHES ZHI LHAG GNYIS KYI DKA' BA'I GNAS LA RGYAL BA'I
DGONGS BA PHYIN CI MA LOG PAR BSHAD PA 'DI NI, ZHI LHAG GNYIS
KYI RNAL 'BYOR PA CHEN PO BLO BZANG GRAGS PA'I DPAL GYIS SBYAR
BA'O, ,'DI LA BRTEN NAS YANG DAG PA'I LAM LA PHYIN CI LOG TU
RTOG PA'I DRI MA ZHI BAR GYUR CIG , ,,MANGGA LAm, ,SVA STI,
RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG CAN, ,BSHAD SGRUB 'DAB
RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA'
LDAN BYAMS PA GLING, ,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI SPEL,
,"
M0006685,44303,15,132,"DRANG PA DANG NGES PA'I DON RNAM PAR PHYE BA'I BSTAN BCOS LEGS BSHAD SNYING PO BZHUGS SO","@111A *, ,CES MGON PO KLU SGRUB KYIS NGO BO NYID MED PA'I TSUL
DANG, BDAG NYID CHEN PO THOGS MED KYIS RNAM PAR RIG PA TZAM GYI
TSUL

GYI SHING RTA CHEN PO'I SROL GNYIS PHYE NAS, GSUNG RAB KYI DRANG
BA DANG NGES PA'I DON RNAM PAR PHYE BA GSAL BAR BYED PA LEGS PAR
BSHAD PA'I SNYING PO

ZHES BYA BA 'DI NI, SH'AKYA'I DGE SLONG MANG DU THOS PA RIGS PA
SMRA BA SHAR BTZONG KHA PA BLO BZANG GRAGS PA'I DPAL GYIS SBYAR
BA'I YI GE PA NI DGE SBYONG

SDOM BRTZON BSOD NAMS BLO GROS SO,, ,,MANGGA LAm,, ,,

@111B AOm SVA STI, RNAM DKAR YON TAN CHU GTER DBUS GNAS SHING,
,SKU BZHI'I BANG RIM 'PHAGS PAS MNGON PAR BRJID, ,RMAD BYUNG
'PHRIN LAS NYI ZLA'I 'OD STONG GIS, ,PHAN BDE KUN STZOL
SH'AKYA'I

TOG DES RGYAL, ,RNAM KUN MKHYEN PA'I CHA SHAS YONGS RDZOGS
SHING, ,RMAD BYUNG THUGS RJE'I BSIL ZER 'OD DKAR CAN, ,SKAL
BZANG KUNTA'I DPAL GYUR SRID ZHI'I MGON, ,BSTAN PA'I BDAG PO

YAB RJE'I ZHABS LA 'DUD, ,GANG GI MKHYEN PA'I MKHA' LA RAB
'PHAGS TE, ,LEGS% BSHAD% 'OD STONG PHYOGS BCUR SPROS PA YIS,
,RAB 'BYAMS GZHUNG LUGS PAD TSAL KHA 'BYED PA'I, ,KUN GSAL

NYIN BYED SNYING% PO% DENG 'DIR SHAR, ,THEG PA MCHOG GI SBRANG
RTZI'I BCUD BLANGS NAS, ,DRANG NGES PHYE BA'I DGA' STON BYED
'DOD PA'I, ,SKAL LDAN BLO GSAL GZHON NU RKANG DRUG TSOGS,
,PHYOGS BCUR DGA'

BA'I CA CO'I SGRA SGROGS SHIG ,'DI YANG MANG THOS RNAM DPYOD DAD
STOBS LDAN, ,TSOGS CHEN DBU MDZAD AERTE NI THVONG LA LAGS, ,DGE
SLONG NGAG DBANG DGE 'DZUN LTOS BCAS KYIS, ,PAR BSKRUN RGYA
MTSOGS

LHAG BSAM DAG PAS SBYOR, ,'BRAL THOG SPYI DANG KHYAD PAR BRI
BRKOS ? DANG, ,'DZIN SBYONG KLOG DANG DON LA SEMS PA SOGS, ,SGO
GSUM GANG GIS 'BREL PAR BYED PA RNAMS, ,GNAS SKABS KUN TU BSAM

DON 'GRUB GYUR CIG ,'DI LTAR BSKRUN PA'I DGE TSOGS RGYA MTSO'I
MTHUS, ,LUNG RTOGS YID BZHIN NOR BU 'BYUNG BA'I GNAS, ,SKAL
BZANG THAR PAR 'KHRID PA'I DED DPON MCHOG ,BSTAN 'DZIN BSHES
GNYEN

@112A *, ,MTHA' DAG ZHABS BRTAN SHOG ,RGYAL BSAN SPYI DANG KHYAD
PAR TZONG KHA PA'I, ,RING LUGS MDO SNGAGS BSTAN PA'I SNYING PO
MCHOG ,BSHAD SGRUB GNYIS KYI SGO NAS 'GRAN BZHIN DU, ,PHYOGS DUS
KUN TU DAR ZHING

GNAS GYUR CIG ,'JAM DPAL SNYING PO'I THUGS BCUD GANGGA'I RGYUN,
,'GRO KUN YID KYI RJED BU LA ZHUGS PAS, ,TSOGS GNYIS PADMO'I
TSAL RAB RGYAS PA'I RTZAR, ,SKU GSUM ZE 'BRU GSAR BAS MDZES GYUR
CIG ,

CES PA 'DI NI BKA' RAB 'BYAMS PA DGE BA'I BSHES GNYEN CHEN PO
'GA' ZHIG DANG DBU MDZAD CHEN MO RANG NYID NAS KYANG BSKU LAM
MDZAD PA BZHIN, RAB 'BYAMS PA MING 'DZIN WA GENDRA SU MA TIS
GA-YAR KHRAL DU BGYIS PA, 'DIS KYANG RGYAL BA'I BSTAN

PA RIN PO CHE SGO THAMS CAD NAS PHYOG THAMS CAD DU DAR ZHING
RGYAS LA YUN RING DU GNAS PA'I RGYUR GYUR CIG ,,"
M0006686,44304,15,133,"RJE BTZUN 'JAM PA'I DBYANGS KYIS LAM GYI GNAD RJE RED MDA' BA LA SHOG DRIL DU PHUL BA BZHUGS SO","@006A *, ,(RJE RIN PO CHE TZONG KHA PA BLO BZANG GRAGS PA LA
RJE BTZUN 'JAM PA'I DBYANGS KYIS GDAMS PA LAS, 'GAG BSDUS THOR
BU BA 'DOR BSDUS NAS NYID KYI BLA MA KHYAD PAR BKA' DRIN CHE BA
RED MDA' BA LA SHOG DRIL DU PHUL BA'O, 'DI CI RIGS KYI THUGS YUL
DU MI MTSAM PAS SBA BAR BYA'O), ,SVA STI, RGYAL BSTAN PAD TSAL
PHAN BDE'I SRI BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL
SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN
GLING, ,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI SPEL,,"
M0006687,44305,15,134,"RGYAL TSAB CHOS RJES RJE'I DRUNG DU GSAN PA'I SHES RAB LE'U'I ZIN BRIS BZHUGS SO","@048A *, ,DAM PA'I CHOS SPYOD PA LA 'JUG PA'I SHES RAB LE'U'I
RNAM BSHAD 'DI NI, ,BSTAN PA RIN PO

@048B CHE'I KHUR CHES CHER 'DZIN PAS MI NGAL ZHING MDO SNGAGS
KYIS BSDUS PA'I GZHUNG GI GNAD DU MA THUGS SU CHUD CING BSLAB PA
GSUM LA GCES SBRAS SU MDZAD PA BSHES GNYEN CHEN PO NAM MKHA'
BZANG PO PA DANG GRAGS SONG BA

GNYIS KYIS, ,RJE NYID KYI DRUNG DU SPYOD 'JUG GI RNAM BSHAD
YONGS SU RDZOGS PA ZHIG BYUNG NA ZER PA'I ZHU YIG ME TOG RGYA
CHEN PO DANG BCAS PA MDO KHAMS STOD NAS BSKUR BYUNG BAS RKYON
BYAS, KHONG RNAM GNYIS KYI SLOB

MA DGE BA'I SHES GNYEN SENG BZANG BAS SHES RAB LE'U'I t'IKKA
TZAM BYED PA BYUNG NA ZHES YANG DANG YANG DU BSKUL BA LA BRTEN
NAS, LHA DANG BCAS PA'I 'JIG RTEN GYI 'DREN PA DAM PA MDO SNGAGS
KYIS BSDUS

PA'I BSTAN PA YONGS SU RDZOGS PA'I GNAD MA LUS PAR THUGS SU CHUD
PA, SANGS RGYAS RNAMS KYI DAM PA'I CHOS MA LUS PA 'DZIN PA'I
SMON LAM LEGS PAR GRUB PA'I SEMS DPA' CHEN PO DE NYID KYI

ZHABS KYI PADMA SPYI BOS BLANGS SHING, KHYAD PAR DU LE'U'I 'DI'I
DON YANG RJE DE NYID LAS BKA' DRIN MNOS NAS ZAB MO'I DON LA DAD
PA DAR MA RIN CHEN GYIS, 'BROG RI BO CHE DGE LDAN RNAM

BAR RGYAL PA'I GLING DU SBYAR BA'I YI GE PA NI SDOM BRTZON SDE
SNOD 'DZIN PA NAM MKHA' DPAL BZANG NGO, ,'DIS KYANG BSTAN PA RIN
PO CHE SGO THAMS CAD NAS PHYOGS THAMS CAD DU DAR ZHING RGYAS LA
YUN RIN DU

@049A *, ,GNAS PAR GYUR CIG ,'DI'I DBU ZHABS SU CUNG ZAD RE DANG
BAR SKABS 'GAR KHA SKONG PHRAN TSEGS RE MIN PA RGYAL SRAS 'JUG
NGOGS KYI SHER LE JI LTA BA BZHIN 'DUG GO ,MANGGA LAm, ,SVA STI
RGYAL BSTAN

PAD TSAL PHAN BDE'I SRI BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM
GROL SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA' LDAN THEG
CHEN GLING, ,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI SPEL,,"
M0006688,44306,15,135,"RJE RIN PO CHE RVA SGRENG DU BSLAB BTUS RGYAS PAR GSUNGS DUS 'JAM DBYANGS CHOS RJES ZIN BRIS MDZAD PA BZHUGS SO","@020A *, ,'DI NI RJE RIN PO CHE THAMS CAD MKHYEN PA BLO BZANG
GRAGS PAS RVA SGRENG DU BSLAB PA KUN LAS BTUS PA RGYAS PAR
GSUNGS SHING, 'GAG PA SDU BA RE RJES SU MDZAD DUS SKU MDUN DE
NYID DU BSKYAR TE YI GER BKOD PA YIN NO,, ZHES 'JAM DBYANGS CHOS
RJE GSUNGS LA DE NYID KYIS PHYAG BRIS SU BKOD PA'I PHYI MO LAS
BLANGS BA'O,, 'JAM PA'I DBYANGS LAS ZHI BA LHAS, ,THEG CHEN DON
KUN THUGS CHUD BZHIN, ,'JAM DBYANGS DANG MTSUNGS BLA MA LAS,
,'JAM DBYANGS CHOS RJES JI BZHIN NO, ,SNGA MA SNGA MA JI BZHIN
DU, ,DE DANG DE 'DRAR 'GYUR BAR SHOG ,DE DANG DE YI NYAMS LEN
NI, ,DE DANG DE BZHIN BYED PAR SHOG ,DE LTAR SGRUB PA'I 'GAL
RKYEN TSOGS, ,CHE CHUNG THAMS CAD M'A RA YA, ,DE LTAR SGRUB PA'I
MTHUN RKYEN TSOGS, ,CHE CHUNG THAMS CAD AOm KU SHA ,'DIS KYANG
SANGS RGYAS KYI BSTAN PA RIN PO CHE SGO THAMS CAD NAS PHYOG
THAMS CAD DU DAR ZHING RGYAS PAR GYUR CIG ,BKRA SHIS, ,SVA STI,
RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG CAN, ,BSHAD SGRUB 'DAB
RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA'
LDAN THEG CHEN GLING, ,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI
SPEL, ,"
M0006690,44308,15,136,"RGYAL BA'I GSUNG RAB THAMS CAD KYI SNYING PO'I GNAD BSDUS TE GTAN LA PHAB PA BYANG CHUB LAM GYI RIM PA BZHUGS SO","@219B CES RGYAL BA'I GSUNG RAB THAMS CAD KYI GNAD BSDUS PA,
,SHING RTA CHEN PO KLU SGRUB DANG THOGS MED GNYIS KYI LAM SROL,
,RNAM PA THAMS CAD

MKHYEN PA'I SAR BGROD PA'I SKYE BO MCHOG GI CHOS LUGS, ,SKYES BU
GSUM GYI NYAMS SU BLANG PA'I RIM PA THAMS CAD TSANG PAR STON
PA'I BYANG CHUB LAM GYI RIM PA DGON BA BA NAS SNE'I ZUR PA LA
BRGYUD

PA DANG, ,SPYAN SNGA BA NAS BRGYUD PA GNYIS DANG, ,PO TO BA NAS
SHAR BA LA BRGYUD PA DANG, ,PO TO BA NAS DOL BA LA BRGYUD PA'I
GDAMS

DAG THOS PA RNAMS KYI DON, ,LAM RIM RGYAS PA LAS SLAR YANG BSDUS
PA 'DI NI, ,MANG DU THOS PA'I DGE SLONG BA BA SHAR TZONG KHA PA
BLO BZANG GRAGS PA'I DPAL GYIS RI BO DGE LDAN DU

@220A *, ,SBYAR BA'O,, ,,MANGGA LAm,, ` ,SVA STI, RGYAL BSTAN
PAD TSAL PHAN BDE'I DRI BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS

RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA' LDAN
THEG CHEN GLING, ,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI SPEL,,"
M0006691,44309,15,137,"BYANG CHUB LAM GYI RIM PA'I 'KHRID KYI SA BCAD BZHUGS SO","@015A *, ,SARBA MANGGA LAm, SVA STI, RGYAL BSTAN PAD TSAL PHAN
BDE'I SRI BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG
RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA' LDAN THEG CHEN GLING,
,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI SPEL,,"
M0006692,44310,15,138,"ZHI LHAG GNYIS KYI DKA' BA'I GNAS LA RGYAL BA'I DGONGS PA PHYIN CI MA LOG PAR BSHAD PA BZHUGS SO","@005A *, ,ZHES ZHI LHAG GNYIS KYI DKA' BA'I GNAS LA RGYAL BA'I
DGONGS PA PHYIN CI MA LOG PAR BSHAD PA 'DI NI, ZHI LHAG GNYIS
KYI RNAL 'BYOR PA CHEN PO BLO BZANG GRAGS PA'I DPAL GYIS SBYAR
BA'O, ,'DI LA BRTEN NAS YANG DAG PA'I LAM LA PHYIN CI LOG TU
RTOG PA'I DRI MA ZHI BAR GYUR CIG , ,,MANGGA LAm, ,SVA STI,
RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG CAN, ,BSHAD SGRUB 'DAB
RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD PHYIR DGA'
LDAN BYAMS PA GLING, ,CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI SPEL,
,"
